timestamp,lat,lon,alt_m,gs_mps,tas_mps,vs_mps,hdg_deg
2024-03-01 12:00:00+00:00,37.618805,-122.375416,5.004967141530113,1.6710049890779277,0.9039822241285078,0.0016980807897650034,90.37849430832267
2024-03-01 12:00:01+00:00,37.61880490072658,-122.37539702817433,5.003584498518401,1.9398189598030304,0.8578120082504526,0.005081135233343748,89.91741164623386
2024-03-01 12:00:02+00:00,37.61880492587073,-122.3753750039002,5.010061383899408,3.2472936051232617,1.9804228932931975,0.0035966014372283083,90.35221460628668
2024-03-01 12:00:03+00:00,37.61880474634262,-122.37533813550742,5.025291682463488,3.110370265433465,3.440769395143703,0.0031283275233299434,91.0300335356892
2024-03-01 12:00:04+00:00,37.61880424349431,-122.37530282672355,5.022950148716254,2.479098406035852,2.307844247853563,0.006563281756687189,91.23675098730104
2024-03-01 12:00:05+00:00,37.618803762280905,-122.37527468611846,5.020608779146762,2.617327383308782,2.92085170139287,0.006802774138791534,92.17514889358006
2024-03-01 12:00:06+00:00,37.618802868899486,-122.37524499094555,5.036400907301837,3.777664895788425,4.3300430446856355,0.0028177656541057416,91.78825429402826
2024-03-01 12:00:07+00:00,37.61880180872399,-122.37520212102235,5.044075254593365,1.9084286111641702,2.120922205702197,0.00437119249072424,91.16592694237255
2024-03-01 12:00:08+00:00,37.618801459493504,-122.37518045761186,5.039380510734016,3.0470973811700377,3.5733079220903368,0.0039126310189976365,90.27656681792041
2024-03-01 12:00:09+00:00,37.61880132721366,-122.37514586191296,5.044806111169875,2.297807347566106,2.2421815185722904,-0.00017725411915758826,91.024588973665
2024-03-01 12:00:10+00:00,37.61880095769539,-122.37511977726363,5.040171934241751,2.28231879677278,1.332724086128184,-0.00122819903433129,91.351771801842
2024-03-01 12:00:11+00:00,37.61880047348474,-122.3750938715085,5.035514636706049,3.59877685198719,4.445028196643827,-0.004115810751777182,91.32397946638685
2024-03-01 12:00:12+00:00,37.618799725670044,-122.37505302266337,5.037934259421709,3.3254163489880297,2.854126642763128,-0.00865076650397505,91.4639637795467
2024-03-01 12:00:13+00:00,37.61879896161452,-122.37501527891158,5.0188014569751305,3.3135096360006386,2.5650325969906977,-0.008848506176831883,90.90121925589756
2024-03-01 12:00:14+00:00,37.61879849291047,-122.3749776626762,5.00155227865,3.805478807154329,3.6631445065108106,-0.009942708910360486,92.12409524570592
2024-03-01 12:00:15+00:00,37.61879722444427,-122.37493448576112,4.995929403357591,2.521003841632759,1.7907551061955485,-0.00979813878830189,92.18870583669354
2024-03-01 12:00:16+00:00,37.61879635858084,-122.3749058836978,4.985801092154246,3.181952971294964,2.8480086657034183,-0.00778762645002864,92.24340323399599
2024-03-01 12:00:17+00:00,37.61879523840901,-122.37486978416656,4.9889435654801995,2.189733243406544,2.4649763806573173,-0.007162398187673169,92.60628654594535
2024-03-01 12:00:18+00:00,37.6187943429262,-122.37484494811613,4.979863324724987,2.824166352488442,3.1028397438853434,-0.0031065255913482305,92.84679116181371
2024-03-01 12:00:19+00:00,37.618793081502275,-122.37481292270076,4.965740287711634,2.3698569456323155,1.651592892491812,-0.0015324159516524106,92.9587331739533
2024-03-01 12:00:20+00:00,37.61879198141158,-122.37478605171509,4.98039677540085,2.5969959649927183,2.2068316666337227,-0.002025854207467148,92.5634959462306
2024-03-01 12:00:21+00:00,37.6187909368046,-122.37475659548126,4.978139012395984,3.0951570254369134,3.9546234292531084,-0.0030593024288515735,92.79923012479861
2024-03-01 12:00:22+00:00,37.61878957741932,-122.37472149565714,4.978814294442864,1.6817793167665274,2.0788994109536802,-0.0013234604752314638,93.74024237303615
2024-03-01 12:00:23+00:00,37.61878859079157,-122.37470244176275,4.964566812580729,4.592387275685461,6.252439307164294,-0.004032912833654834,94.41295239611361
