alt_m,gs_mps,tas_mps,vs_mps,hdg_deg,phase
0.9593113297717908,0.7838465555514433,0.7804457246467126,-0.09210124370204953,-0.4740308531869171,cruise
-0.3456406887028945,0.4370325338283623,0.42195121811726377,-1.5398308549177313,-0.6383633259673028,descent
-0.45931968823751684,-0.27975106267659794,-0.26534050832272443,1.6610655554146996,0.31381599855522724,climb
-0.5324616973534341,-0.29620892146461314,-0.29206838564947024,1.5046030073114514,-0.28263879119458646,climb
-0.2263981646075577,-0.21971548175728614,-0.1893746125881611,1.498378803752551,-0.0411812440368843,climb
0.9580603112126418,0.7623502932660667,0.7656976478187201,-0.056440878199790274,-0.22231616409499158,cruise
0.9568639180220497,0.8094483629166498,0.8279372837974147,0.001500844818187642,0.07006724848296687,cruise
0.9577344882425284,0.7514921535496383,0.7319691091536297,-0.1113677811902858,-0.872340019900907,cruise
0.39714482186994515,0.5059033980134846,0.5231381463727272,-1.629437945092841,-1.048788182343133,descent
-1.4362945916697194,-1.8376727156819173,-1.8204226974052737,-0.0378509370555457,2.1022865893325835,taxi
0.9576555559726365,0.8117019166675624,0.7805203279082163,0.0424011137138554,-0.4238341182116825,cruise
-0.8421664792842989,0.5382955744036441,0.5413214338862131,-1.6970930965985378,-0.10047106028875918,descent
0.9590539158588589,0.8054904636531591,0.801929673205118,-0.1379749061163975,-0.32606444598500584,cruise
-0.45712040459024084,0.5655567425965088,0.5822012085623501,-1.5678428181968624,-0.6349912893440911,descent
-1.4364715557726309,-1.8243629290697316,-1.8386265330242502,-0.03652335422329467,1.114068278601097,taxi
0.4298179741368219,0.5806413679903223,0.5861197365992993,-1.4556788610204248,-0.9068148719587666,descent
-1.301175975606075,0.5021384846762186,0.5100200000635033,-1.7358408625639365,-0.8089030018942674,descent
0.9588882011322614,0.8138812146119282,0.8156148134631311,0.10184975569991124,-0.698882062902804,cruise
-0.37014977850919184,-0.20396636909445343,-0.1767477302950329,1.6951616359660078,0.3800569026482199,climb
-1.4365078544316299,-1.7810168394698185,-1.7609453744273187,-0.038763814178701395,1.13404380559094,taxi
0.9583251913256384,0.7844531932267521,0.7997280060571951,-0.3495259526708641,-0.30411508323220643,transition
0.9591275776108781,0.8362403003029427,0.8174917185647742,-0.08727929844483119,-0.7839410017589057,cruise
0.9558706833170221,0.8343962079211121,0.8366677030199706,-0.06710977296708777,0.08348171259118906,cruise
0.5769378032353334,0.43300825717287894,0.4102055396168285,-1.5845234178868524,-0.27048349946491845,descent
-0.7447448433975691,0.4437290023735852,0.4179968182680897,-1.5612770582101665,-1.5631133127800882,descent
-0.3785555307809669,-0.24819518806774932,-0.21113500565816398,1.611743039554432,-0.6210536668579193,climb
-0.9971002739415878,0.49418657854173476,0.4776102883746571,-1.5344428685446732,0.4516693234682312,descent
-1.1412181154454648,0.4211873899305885,0.4450508194630125,-1.7810409734846575,-0.042743070749417245,descent
0.6948161901912936,0.4930202833543769,0.4798502290425332,-1.584327932153061,-1.1710983443315865,descent
0.32843769930316313,0.5638510927018787,0.5480586049012145,-1.6009667597695427,-1.1404993794391634,descent
0.9588284070547779,0.7741616282292672,0.7574762609280806,-0.11222897215255785,-0.39018017385825265,cruise
0.9576173549075773,0.8135539251499407,0.8026950254484904,0.01946513014977925,-0.2640828581835929,cruise
0.3067314767811002,0.5012122200224846,0.4984675634411585,-1.4174880394302947,-0.7021367701454606,descent
0.9589851855093856,0.7437799243475511,0.7843176748065799,-0.0973274043118311,-0.41976289900033975,cruise
-1.4362840291967793,-1.8749710631812093,-1.8509105186460713,-0.037072236970901,0.8289322962251837,taxi
-1.1248955403016625,-0.5294164582961453,-0.5447363779784999,1.699186554822445,-1.954291385487083,climb
-0.4478408037117627,-0.2629408785396702,-0.22876013519541913,1.5713098387423465,-0.6357661916038119,climb
-0.41024657450558216,-0.2859957021235015,-0.3164827145517187,1.5320990619559203,-0.195483977194864,climb
0.9622212959038228,0.8115163986485795,0.8174212854906592,-0.027171321268400238,-0.6465870233385236,cruise
-1.4364498355894488,-1.7990333853495322,-1.8271700453845745,-0.038782385361866394,-0.7055135043460101,taxi
-0.5260186526253091,0.5539869312326029,0.5716613737695845,-1.6306230730815814,0.25441155700775875,descent
-0.3214578250150253,-0.21453983807125207,-0.24762762032505026,1.6264199357438927,-0.8746845264191847,climb
-0.09887837320574869,0.5134943204000081,0.4685188638172272,-1.636688111508559,-1.2297522879754192,descent
0.9585763631834443,0.8029307251586798,0.7990119962230483,-0.1564412383047321,-0.03704636050544586,cruise
0.9560249362480068,0.7222214358336436,0.7682608319204404,0.0834955296709107,-0.32645951569257753,cruise
-1.0039950697250244,-0.48653570307385613,-0.45797018183395943,1.576294053101497,-0.3715577184995537,climb
-0.9134625531674826,-0.5111981334926877,-0.5511614017273082,1.6805061317392078,-0.4043687307719075,climb
-1.3607842530245073,-0.6314373188620476,-0.6411818206904809,1.6788650341264892,0.6477972485355734,climb
0.9585614702045869,0.8182456909479033,0.7854615207216958,0.024023745178904703,0.04853741436480701,cruise
0.9574143525587718,0.7783473300940048,0.726509827521065,0.08987201872132626,0.44332600312941295,cruise
0.958334811279612,0.8240349431566008,0.8142422532647915,-0.06021682216040705,-0.3746096590611123,cruise
0.5099575136336306,0.11410423236003643,0.09513509520043871,1.5971185639373187,0.4589712427340161,climb
0.9591317941715805,0.8188657399868287,0.838299474386328,-0.014696450076701416,-0.1371165564613908,cruise
0.21163959720624997,0.39721117526009814,0.47181328992589633,-1.6114120285346296,-0.8672406744776665,descent
0.6004806926987842,0.19708595727422398,0.16848427551551268,1.6715182521874492,0.0697306222952101,climb
0.9572037166965299,0.8097937078500337,0.8107999933678949,0.07496340173565422,-0.3104119473212802,cruise
-1.4365068774130567,-1.8314722427177583,-1.8370033667626076,-0.03781711526621985,0.24405076978347068,taxi
0.0851874439858074,-0.029259876312845937,-0.07902066371954351,1.6084647106450911,0.11489020355139191,climb
-1.3072154973406114,-0.6648707059402656,-0.6330288733907846,1.4461987808499088,0.669284744579031,climb
0.9567122572030144,0.7965402271712689,0.7768103350008231,-0.03746984041666496,0.0931852940707399,cruise
0.956770797529873,0.7851638473549637,0.7972524423659658,-0.0540939249134191,-0.3385339670948557,cruise
0.6418987445447487,0.2012438181889713,0.1944317073089527,1.3417043647262619,0.7449671369202463,climb
0.054918065496520056,-0.023129596112267812,-0.02798422163507053,1.4260568144419845,-0.5140144603569015,climb
-1.4364728036981653,-1.8247189895074154,-1.8541103079974968,-0.036249443969121435,1.2078011125631811,taxi
0.9572590018307593,0.7551018002379801,0.7852141264955228,-0.12015912785007889,-0.5884336430057098,cruise
0.1094110433076399,-0.02649866389571256,-0.012519899324183006,1.576307919816303,-1.041254126975193,climb
-1.3567335707520867,-0.6994867011790428,-0.681134950262194,1.544809894496466,-0.919045496274971,climb
0.9587724589589774,0.7268259391211149,0.7372253095326049,0.0378165487071409,0.007844563163352846,cruise
0.5935041115587886,0.5095165614782456,0.5149109325569913,-1.5788574511184041,1.0777265231052275,descent
-1.4364068521146507,-1.847692259948163,-1.8724961907715687,-0.037301364092782174,0.017062770459541063,taxi
-1.3904529816277775,-0.700524314915734,-0.7179260069899467,1.5360210234926996,0.18051002402059937,climb
0.957393043891979,0.8043524185258456,0.8089881875858581,-0.1150917400088572,-0.045049407924190946,cruise
0.9597597749689041,0.7878123687525119,0.7526695232834761,-0.0417012320337019,0.4463774988722043,cruise
-1.436382960524089,-1.8506719276190422,-1.8547538804291128,-0.03783727360725891,5.355532793039381,taxi
